name,description,neighborhood_overview,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price
"Helle & gemütliche 1,5 Zimmerwohnung","Bright & new apartment on the 1st elevator floor - 36 m2 in the beautiful 17th district.<br /><br />Perfect for singles or couples .<br /><br />It's all there. Fully equipped kitchen, bedroom, laundry room in the basement and Wi-Fi. <br /><br />The neighbors are all very quiet. There is a shared garden.<br /><br />Looking forward to seeing YOU!<br /><br />Best regards, Julia",,Hernals,48.2172466,16.3272307,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,"[""Smoke alarm"", ""Cleaning products"", ""Bathtub"", ""Dishes and silverware"", ""Paid parking on premises"", ""Shampoo"", ""Hair dryer"", ""Room-darkening shades"", ""Central heating"", ""Oven"", ""Cooking basics"", ""Baking sheet"", ""Microwave"", ""Wine glasses"", ""Hangers"", ""Washer"", ""Wifi"", ""Freezer"", ""Hot water"", ""Free dryer \u2013 In building"", ""Bed linens"", ""Refrigerator"", ""Kitchen"", ""Elevator"", ""Portable fans"", ""Body soap"", ""Shared backyard \u2013 Fully fenced"", ""Essentials""]",$47.00
>:>Sunny & spacious Bohemian apartment<:<,"The Volksoper is only a few minutes walk from the apartment, as well as the main stages can be reached in a quarter of an hour 10-20min public. (Burgtheater, Theater in der Josefstadt, Staatsoper, Theater an der Wien, etc. ). Theatres, restaurants, museums, cafes, Heurige and also the nearby nature are easy to reach from here on foot and by public. The infrastructure extends to all directions of the city.",,Whring,48.22329657842815,16.345930053442384,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Cleaning products"", ""Bathtub"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Hair dryer"", ""Iron"", ""Room-darkening shades"", ""Central heating"", ""Oven"", ""Cooking basics"", ""Gas stove"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Luggage dropoff allowed"", ""Hangers"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Host greets you"", ""Refrigerator"", ""Kitchen"", ""Body soap"", ""Clothing storage: walk-in closet"", ""Essentials""]",$81.00
Charmante Altstadt Wohnung,This cozy place will have a great time.,,Brigittenau,48.2271048,16.3673841,Entire rental unit,Entire home/apt,4,,1 bath,1.0,,"[""Stove"", ""Bidet"", ""Coffee maker"", ""Shower gel"", ""Cleaning products"", ""Backyard"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hot water kettle"", ""Paid parking on premises"", ""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Iron"", ""Room-darkening shades"", ""Oven"", ""Cooking basics"", ""Laundromat nearby"", ""Microwave"", ""Wine glasses"", ""TV"", ""Waterfront"", ""Toaster"", ""Washer"", ""Wifi"", ""Freezer"", ""First aid kit"", ""Clothing storage"", ""Refrigerator"", ""Kitchen"", ""Elevator"", ""Pets allowed"", ""Carbon monoxide alarm"", ""Heating"", ""Dishwasher""]",
Zimmer in Hernals/Hotel,"Enjoy your time in one of Vienna's most diverse and exciting districts. They are directly connected to a popular shopping street, which offers many different restaurants and shops. Just a few meters away, there is metro line U6 and the tram connection 43 ,which allows you to go directly to the beautiful city center of Vienna and are well connected! <br />Private room with private bathroom + shared kitchen and nice common room :)",,Whring,48.218121733540265,16.340168651836695,Room in hotel,Private room,1,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Exterior security cameras on property"", ""Central heating"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Essentials"", ""Dedicated workspace"", ""Paid parking on premises""]",$46.00
Friendly room in Hernals/ Hotel,"Enjoy your time in one of Vienna's most diverse and exciting districts. They are directly connected to a popular shopping street, which offers many different restaurants and shops. Just a few meters away, there is metro line U6 and the tram connection 43 ,which allows you to go directly to the beautiful city center of Vienna and are well connected! <br />Private room with private bathroom + shared kitchen and nice common room :)",,Hernals,48.21723116977033,16.337962178566727,Room in hotel,Private room,1,1.0,1 private bath,1.0,1.0,"[""Smoke alarm"", ""Paid parking on premises"", ""Exterior security cameras on property"", ""Iron"", ""Wifi"", ""Paid washer \u2013 In building"", ""Hot water"", ""Essentials"", ""Dedicated workspace"", ""Kitchen""]",$39.00
Bright room in Hernals/ Hotel,"Enjoy your time in one of Vienna's most diverse and exciting districts. They are directly connected to a popular shopping street, which offers many different restaurants and shops. Just a few meters away, there is metro line U6 and the tram connection 43 ,which allows you to go directly to the beautiful city center of Vienna and are well connected! <br />Private room with private bathroom + shared kitchen and nice common room :)",,Hernals,48.21791,16.33806,Room in hotel,Private room,1,1.0,1 bath,1.0,1.0,"[""Paid parking on premises"", ""Exterior security cameras on property"", ""Iron"", ""Wifi"", ""Paid washer \u2013 In building"", ""Hot water"", ""Bed linens"", ""Essentials"", ""Dedicated workspace"", ""Heating"", ""Hair dryer""]",$47.00
Stylish apartment in Vienna’s art district,"Newly refurbished apartment designed by award winning architect, thoughtfully furnished in Vienna’s art district. This fantastic location will spoil you with wonderful cafes, inspiring bars,  delicious restaurants, boutique stores and art galleries.<br /><br />This centrally located and light filled apartment will allow you to explore Vienna by foot while experiencing a neighborhood feel in one of the hippest parts of Vienna, within a 5- minute walk to the main sights, museums and metro stations.","The apartment is in the heart of Vienna´s art district surrounded by great cafes, restaurants, boutique designer stores and bars. You will love wondering around the small streets, having a cappuccino in the outdoor courtyard at ERICH or a delicious cocktail at Moby Dick, both a 2 minute walk from the apartment. There is delicious vegan ice cream store across the street, a designer jewelry next door and cafe which invites you to learn how to bake your own bread. <br /><br />The Museums Quarter which houses the Museum of Modern Art and the Leopoldmuseum as well as many restaurants and bars is a 5 minute walk from the apartment and a buzzing hang out especially in the spring and summer months. <br /><br />The Museum of Natural History and Art History, two of Vienna’s most famous museums are also a 5 minute walk from the apartment. In 13 minutes by foot you are at the Hofburg.",Neubau,48.20546710000001,16.35377,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Coffee"", ""Conditioner"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Shower gel"", ""Dedicated workspace"", ""Stainless steel oven"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Room-darkening shades"", ""Central heating"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Wine glasses"", ""Cleaning available during stay"", ""Hangers"", ""TV"", ""Toaster"", ""Coffee maker: espresso machine, french press"", ""Wifi"", ""Freezer"", ""Bosch induction stove"", ""Hot water"", ""Bed linens"", ""Host greets you"", ""Clothing storage: closet"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Elevator"", ""Body soap"", ""Extra pillows and blankets"", ""Blender"", ""Drying rack for clothing"", ""Essentials"", ""Dishwasher""]",$108.00
Small cozy room near Schönbrunn,Take a break and relax in this peaceful oasis.,,Rudolfsheim-Fnfhaus,48.18537597228799,16.3308063022892,Private room in rental unit,Private room,1,,1 bath,,,"[""Washer"", ""Kitchen"", ""Wifi""]",
Ruheoase,Keep it simple at this peaceful and centrally-located place.,Very quiet neighbors,Landstra§e,48.1888408,16.3876725,Entire rental unit,Entire home/apt,4,,1.5 baths,1.0,,"[""Smoke alarm"", ""Paid parking on premises"", ""Washer"", ""Wifi"", ""Kitchen""]",
Free Parking-3BR-200m2 House-AC-1000m2 Garden,"ColorburstCastle: an extraordinary venue for up to 8 guests. Host events for 50 (winter) or 100 (summer) people in our expansive garden. Advance event booking is required. Unauthorized parties are considered fraud.<br /><br />Garden highlights: lounge areas, outdoor kitchen and bar, firepit and BBQ. Enjoy self-check-in and entertainment in our cinema. Goodies-Bag for each guest.<br /><br />Private parking available. Book now for an unforgettable escape or remarkable event experience.",,Donaustadt,48.2595752,16.4626758,Entire home,Entire home/apt,8,2.0,2 baths,3.0,3.0,"[""Smoke alarm"", ""Coffee"", ""Outdoor dining area"", ""Sun loungers"", ""Private hot tub"", ""Garden view"", ""Coffee maker"", ""Cleaning products"", ""Shower gel"", ""Dedicated workspace"", ""Bathtub"", ""Long term stays allowed"", ""BBQ grill"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Air conditioning"", ""Hair dryer"", ""Iron"", ""Children\u2019s books and toys"", ""Central heating"", ""Private entrance"", ""Cooking basics"", ""Pocket wifi"", ""Babysitter recommendations"", ""Microwave"", ""Private patio or balcony"", ""Outdoor furniture"", ""Wine glasses"", ""Cleaning available during stay"", ""Hangers"", ""TV"", ""Outdoor playground"", ""Toaster"", ""Wifi"", ""Barbecue utensils"", ""Freezer"", ""Paid street parking off premises"", ""Hot water"", ""Fire pit"", ""Bed linens"", ""Private outdoor kitchen"", ""First aid kit"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Body soap"", ""Extra pillows and blankets"", ""Electric stove"", ""Drying rack for clothing"", ""Clothing storage: walk-in closet"", ""Essentials"", ""Free parking on premises"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Pets allowed"", ""Carbon monoxide alarm"", ""Lockbox"", ""Dishwasher"", ""Free washer \u2013 In building"", ""Private backyard \u2013 Fully fenced""]",$239.00
Cozy City Apt. 2BR ~ King Bed ~ WIFI ~12min Center,"★ Entire 2 Bedroom (app. 50m²) Apartment serviced by Roadhouse Apartments Vienna (est. 2017)<br /><br />★ 1min Metro (U6 Station Josefstädter Straße) & 15min Center<br /><br />★ High-Speed WIFI powered by Freewave<br /><br />★ Smart-TV w/ Cable, Netflix & Youtube<br /><br />★ Fully Equipped Kitchen w/ Stove, Oven & Fridge <br /><br />★ Self Check-In Anytime after 14:00 (2 p.m.)<br /><br />★ Quick Wash & Dry within the building (Miele Professional)<br /><br />★ Nearby & Cheap Park & Ride for €3,60/day<br /><br />★ Comfortable Queensize Bed<br /><br />★ 24/7 Central Heating","The neighborhood is very lively and you have your finger on the pulse of the city. One of the oldest markets in Vienna, Brunnenmarkt can be reached within 2 minutes. Many urban and alternative clubs, discos, and bars in the area complete the offer.",Hernals,48.21312582362666,16.33972647252181,Entire rental unit,Entire home/apt,8,1.0,1 bath,2.0,4.0,"[""Smoke alarm"", ""Coffee maker: drip coffee maker"", ""Dedicated workspace"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Hair dryer"", ""Fire extinguisher"", ""Iron"", ""Room-darkening shades"", ""Central heating"", ""40 inch HDTV with Netflix"", ""Oven"", ""Cooking basics"", ""Paid washer \u2013 In building"", ""Hangers"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Refrigerator"", ""Handseife body soap"", ""Kitchen"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Elevator"", ""Portable fans"", ""Extra pillows and blankets"", ""Paid parking garage off premises"", ""Essentials"", ""Single level home"", ""Lockbox"", ""Clothing storage: wardrobe""]",$48.00
Ruhige Garten Wohnung in Naschmarkt Nähe.,"Enjoy life in this peaceful and centrally-located apartment. In summer, the garden terrace invites you to linger and relax. The Naschmarkt and popular restaurants and bars are in the immediate vicinity. The U4 station Pilgramgasse is 3 minutes away. The apartment has a new built-in kitchen with dishwasher and induction stove. In the quietly located bedroom, a built-in wardrobe is at your disposal. <br />The bathroom is new and spacious.","At the Naschmarkt and in the nearby Schlossquadrat, there are very good restaurants and bars.",Margareten,48.19339850090368,16.35692898184061,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1.0,3.0,"[""Coffee"", ""Outdoor dining area"", ""Free dryer \u2013 In unit"", ""Garden view"", ""Coffee maker"", ""Cleaning products"", ""Dedicated workspace"", ""AEG induction stove"", ""Bathtub"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Indoor fireplace: wood-burning"", ""Iron"", ""Room-darkening shades"", ""Books and reading material"", ""Central heating"", ""Private entrance"", ""Courtyard view"", ""Oven"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Private patio or balcony"", ""Outdoor furniture"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Cleaning available during stay"", ""Hangers"", ""Toaster"", ""Freezer"", ""Hot water"", ""Fire pit"", ""Bed linens"", ""Host greets you"", ""Clothing storage: closet"", ""Dining table"", ""Kitchen"", ""AEG refrigerator"", ""Body soap"", ""Extra pillows and blankets"", ""Blender"", ""Drying rack for clothing"", ""Essentials"", ""Single level home"", ""Lockbox"", ""Fast wifi \u2013 113 Mbps"", ""Private backyard \u2013 Not fully fenced"", ""Dishwasher""]",$135.00
Simply Serene,"This brand new apartment is perfect for your family!<br />With it's charming decor, carefully thought out to give it a homey and classical touch, you will truly love your stay!<br />Cleanliness is our specialty!<br />Centrally located in the city center, 10 minute walk from Kärtnerstrasse, two minute walk to public transport and very near to popular tourists sites such as Shönbrunn palace and zoo, makes it the ideal location.","This lovely apartment is centrally situated in the second district of Vienna, very close to Kärntner Strasse as well as main tourist attractions. Its location is perfect for a family getaway.",Leopoldstadt,48.21587482369409,16.383696855657146,Entire rental unit,Entire home/apt,4,1.0,1 bath,3.0,4.0,"[""Wifi"", ""Smart lock"", ""Self check-in"", ""Kitchen"", ""TV"", ""Air conditioning""]",$125.00
